Id,class1,class2
5985,chordophone,chrd_composite
5986,aerophone,aero_lip-vibrated
5987,aerophone,aero_double-reed
5988,aerophone,aero_lip-vibrated
5989,aerophone,aero_single-reed
5990,aerophone,aero_single-reed
5991,aerophone,aero_lip-vibrated
5992,aerophone,aero_free-reed
5993,chordophone,chrd_simple
5994,chordophone,chrd_composite
5995,aerophone,aero_double-reed
5996,aerophone,aero_single-reed
5997,aerophone,aero_side
5998,aerophone,aero_single-reed
5999,aerophone,aero_lip-vibrated
6000,aerophone,aero_free-reed
6001,aerophone,aero_lip-vibrated
6002,aerophone,aero_double-reed
6003,aerophone,aero_single-reed
6004,aerophone,aero_single-reed
6005,aerophone,aero_double-reed
6006,chordophone,chrd_composite
6007,chordophone,chrd_simple
6008,aerophone,aero_side
6009,aerophone,aero_single-reed
6010,aerophone,aero_lip-vibrated
6011,aerophone,aero_lip-vibrated
6012,aerophone,aero_double-reed
6013,aerophone,aero_lip-vibrated
6014,chordophone,chrd_composite
6015,aerophone,aero_lip-vibrated
6016,aerophone,aero_double-reed
6017,aerophone,aero_side
6018,aerophone,aero_lip-vibrated
6019,aerophone,aero_side
6020,aerophone,aero_single-reed
6021,chordophone,chrd_composite
6022,aerophone,aero_double-reed
6023,aerophone,aero_single-reed
6024,aerophone,aero_single-reed
6025,aerophone,aero_double-reed
6026,aerophone,aero_lip-vibrated
6027,aerophone,aero_double-reed
6028,aerophone,aero_lip-vibrated
6029,aerophone,aero_lip-vibrated
6030,aerophone,aero_double-reed
6031,aerophone,aero_lip-vibrated
6032,chordophone,chrd_simple
6033,aerophone,aero_lip-vibrated
6034,aerophone,aero_lip-vibrated
6035,chordophone,chrd_composite
6036,aerophone,aero_lip-vibrated
6037,aerophone,aero_double-reed
6038,chordophone,chrd_composite
6039,aerophone,aero_single-reed
6040,aerophone,aero_double-reed
6041,chordophone,chrd_simple
6042,aerophone,aero_side
6043,aerophone,aero_double-reed
6044,chordophone,chrd_simple
6045,aerophone,aero_double-reed
6046,aerophone,aero_single-reed
6047,aerophone,aero_single-reed
6048,aerophone,aero_lip-vibrated
6049,aerophone,aero_lip-vibrated
6050,chordophone,chrd_composite
6051,aerophone,aero_single-reed
6052,aerophone,aero_lip-vibrated
6053,aerophone,aero_lip-vibrated
6054,aerophone,aero_side
6055,aerophone,aero_lip-vibrated
6056,aerophone,aero_double-reed
6057,aerophone,aero_lip-vibrated
6058,chordophone,chrd_composite
6059,aerophone,aero_lip-vibrated
6060,aerophone,aero_lip-vibrated
6061,aerophone,aero_lip-vibrated
6062,aerophone,aero_side
6063,chordophone,chrd_simple
6064,aerophone,aero_side
6065,aerophone,aero_lip-vibrated
6066,chordophone,chrd_composite
6067,aerophone,aero_single-reed
6068,aerophone,aero_lip-vibrated
6069,aerophone,aero_lip-vibrated
6070,aerophone,aero_free-reed
6071,aerophone,aero_double-reed
6072,aerophone,aero_lip-vibrated
6073,aerophone,aero_single-reed
6074,chordophone,chrd_composite
6075,aerophone,aero_side
6076,chordophone,chrd_composite
6077,chordophone,chrd_composite
6078,chordophone,chrd_composite
6079,aerophone,aero_free-reed
6080,chordophone,chrd_simple
6081,chordophone,chrd_composite
6082,aerophone,aero_side
6083,aerophone,aero_lip-vibrated
6084,chordophone,chrd_composite
6085,aerophone,aero_single-reed
6086,chordophone,chrd_simple
6087,chordophone,chrd_composite
6088,aerophone,aero_double-reed
6089,aerophone,aero_lip-vibrated
6090,chordophone,chrd_simple
6091,chordophone,chrd_composite
6092,aerophone,aero_lip-vibrated
6093,chordophone,chrd_composite
6094,chordophone,chrd_composite
6095,chordophone,chrd_composite
6096,aerophone,aero_double-reed
6097,aerophone,aero_single-reed
6098,chordophone,chrd_composite
6099,aerophone,aero_double-reed
6100,aerophone,aero_side
6101,chordophone,chrd_composite
6102,aerophone,aero_side
6103,chordophone,chrd_simple
6104,aerophone,aero_side
6105,aerophone,aero_lip-vibrated
6106,aerophone,aero_lip-vibrated
6107,aerophone,aero_single-reed
6108,aerophone,aero_side
6109,chordophone,chrd_composite
6110,aerophone,aero_double-reed
6111,aerophone,aero_double-reed
6112,aerophone,aero_lip-vibrated
6113,aerophone,aero_lip-vibrated
6114,aerophone,aero_single-reed
6115,aerophone,aero_double-reed
6116,chordophone,chrd_composite
6117,aerophone,aero_side
6118,chordophone,chrd_composite
6119,chordophone,chrd_composite
6120,aerophone,aero_lip-vibrated
6121,aerophone,aero_single-reed
6122,aerophone,aero_lip-vibrated
6123,chordophone,chrd_composite
6124,aerophone,aero_side
6125,aerophone,aero_single-reed
6126,chordophone,chrd_composite
6127,aerophone,aero_lip-vibrated
6128,chordophone,chrd_composite
6129,aerophone,aero_single-reed
6130,aerophone,aero_double-reed
6131,chordophone,chrd_composite
6132,aerophone,aero_lip-vibrated
6133,chordophone,chrd_composite
6134,aerophone,aero_lip-vibrated
6135,aerophone,aero_single-reed
6136,aerophone,aero_lip-vibrated
6137,chordophone,chrd_composite
6138,aerophone,aero_lip-vibrated
6139,chordophone,chrd_composite
6140,aerophone,aero_side
6141,aerophone,aero_side
6142,chordophone,chrd_composite
6143,aerophone,aero_lip-vibrated
6144,aerophone,aero_lip-vibrated
6145,aerophone,aero_lip-vibrated
6146,chordophone,chrd_composite
6147,chordophone,chrd_composite
6148,aerophone,aero_lip-vibrated
6149,aerophone,aero_lip-vibrated
6150,aerophone,aero_single-reed
6151,chordophone,chrd_simple
6152,aerophone,aero_double-reed
6153,aerophone,aero_single-reed
6154,aerophone,aero_lip-vibrated
6155,chordophone,chrd_composite
6156,aerophone,aero_lip-vibrated
6157,aerophone,aero_double-reed
6158,chordophone,chrd_simple
6159,aerophone,aero_lip-vibrated
6160,aerophone,aero_side
6161,chordophone,chrd_composite
6162,aerophone,aero_side
6163,aerophone,aero_lip-vibrated
6164,aerophone,aero_double-reed
6165,aerophone,aero_lip-vibrated
6166,chordophone,chrd_composite
6167,aerophone,aero_double-reed
6168,aerophone,aero_side
6169,aerophone,aero_double-reed
6170,aerophone,aero_lip-vibrated
6171,aerophone,aero_single-reed
6172,chordophone,chrd_composite
6173,aerophone,aero_side
6174,aerophone,aero_single-reed
6175,aerophone,aero_lip-vibrated
6176,chordophone,chrd_composite
6177,aerophone,aero_side
6178,chordophone,chrd_composite
6179,aerophone,aero_lip-vibrated
6180,aerophone,aero_free-reed
6181,aerophone,aero_single-reed
6182,aerophone,aero_lip-vibrated
6183,aerophone,aero_lip-vibrated
6184,aerophone,aero_side
6185,aerophone,aero_single-reed
6186,aerophone,aero_side
6187,chordophone,chrd_composite
6188,aerophone,aero_lip-vibrated
6189,aerophone,aero_single-reed
6190,aerophone,aero_double-reed
6191,aerophone,aero_double-reed
6192,aerophone,aero_lip-vibrated
6193,aerophone,aero_side
6194,chordophone,chrd_composite
6195,chordophone,chrd_composite
6196,aerophone,aero_double-reed
6197,chordophone,chrd_composite
6198,aerophone,aero_lip-vibrated
6199,chordophone,chrd_composite
6200,aerophone,aero_side
6201,aerophone,aero_double-reed
6202,aerophone,aero_lip-vibrated
6203,aerophone,aero_lip-vibrated
6204,chordophone,chrd_composite
6205,aerophone,aero_side
6206,aerophone,aero_lip-vibrated
6207,aerophone,aero_lip-vibrated
6208,aerophone,aero_double-reed
6209,aerophone,aero_lip-vibrated
6210,chordophone,chrd_composite
6211,aerophone,aero_lip-vibrated
6212,aerophone,aero_side
6213,aerophone,aero_double-reed
6214,chordophone,chrd_composite
6215,aerophone,aero_lip-vibrated
6216,chordophone,chrd_simple
6217,aerophone,aero_side
6218,aerophone,aero_single-reed
6219,chordophone,chrd_composite
6220,aerophone,aero_lip-vibrated
6221,aerophone,aero_lip-vibrated
6222,aerophone,aero_single-reed
6223,aerophone,aero_side
6224,aerophone,aero_lip-vibrated
6225,chordophone,chrd_composite
6226,aerophone,aero_double-reed
6227,aerophone,aero_lip-vibrated
6228,aerophone,aero_single-reed
6229,aerophone,aero_single-reed
6230,aerophone,aero_lip-vibrated
6231,aerophone,aero_lip-vibrated
6232,aerophone,aero_single-reed
6233,aerophone,aero_single-reed
6234,chordophone,chrd_composite
6235,chordophone,chrd_composite
6236,chordophone,chrd_composite
6237,aerophone,aero_lip-vibrated
6238,chordophone,chrd_composite
6239,chordophone,chrd_composite
6240,chordophone,chrd_composite
6241,aerophone,aero_lip-vibrated
6242,aerophone,aero_double-reed
6243,chordophone,chrd_composite
6244,aerophone,aero_double-reed
6245,chordophone,chrd_simple
6246,aerophone,aero_free-reed
6247,aerophone,aero_single-reed
6248,chordophone,chrd_simple
6249,aerophone,aero_side
6250,aerophone,aero_double-reed
6251,aerophone,aero_double-reed
6252,chordophone,chrd_simple
6253,aerophone,aero_side
6254,aerophone,aero_single-reed
6255,chordophone,chrd_composite
6256,chordophone,chrd_simple
6257,aerophone,aero_double-reed
6258,aerophone,aero_single-reed
6259,chordophone,chrd_composite
6260,aerophone,aero_single-reed
6261,chordophone,chrd_composite
6262,aerophone,aero_double-reed
6263,aerophone,aero_double-reed
6264,aerophone,aero_side
6265,aerophone,aero_double-reed
6266,aerophone,aero_double-reed
6267,aerophone,aero_single-reed
6268,aerophone,aero_lip-vibrated
6269,aerophone,aero_single-reed
6270,chordophone,chrd_composite
6271,aerophone,aero_side
6272,chordophone,chrd_simple
6273,chordophone,chrd_simple
6274,aerophone,aero_lip-vibrated
6275,chordophone,chrd_composite
6276,aerophone,aero_double-reed
6277,aerophone,aero_lip-vibrated
6278,aerophone,aero_double-reed
6279,chordophone,chrd_composite
6280,aerophone,aero_lip-vibrated
6281,aerophone,aero_lip-vibrated
6282,aerophone,aero_lip-vibrated
6283,aerophone,aero_double-reed
6284,chordophone,chrd_composite
6285,aerophone,aero_lip-vibrated
6286,aerophone,aero_double-reed
6287,aerophone,aero_double-reed
6288,chordophone,chrd_composite
6289,chordophone,chrd_composite
6290,chordophone,chrd_composite
6291,aerophone,aero_lip-vibrated
6292,aerophone,aero_single-reed
6293,aerophone,aero_lip-vibrated
6294,aerophone,aero_lip-vibrated
6295,aerophone,aero_single-reed
6296,aerophone,aero_single-reed
6297,aerophone,aero_lip-vibrated
6298,aerophone,aero_single-reed
6299,aerophone,aero_lip-vibrated
6300,chordophone,chrd_simple
6301,aerophone,aero_single-reed
6302,aerophone,aero_lip-vibrated
6303,aerophone,aero_double-reed
6304,aerophone,aero_single-reed
6305,chordophone,chrd_simple
6306,aerophone,aero_single-reed
6307,aerophone,aero_lip-vibrated
6308,chordophone,chrd_composite
6309,chordophone,chrd_simple
6310,chordophone,chrd_composite
6311,aerophone,aero_lip-vibrated
6312,chordophone,chrd_composite
6313,aerophone,aero_single-reed
6314,aerophone,aero_single-reed
6315,aerophone,aero_lip-vibrated
6316,chordophone,chrd_simple
6317,aerophone,aero_lip-vibrated
6318,aerophone,aero_lip-vibrated
6319,chordophone,chrd_composite
6320,chordophone,chrd_composite
6321,chordophone,chrd_composite
6322,chordophone,chrd_simple
6323,aerophone,aero_double-reed
6324,chordophone,chrd_simple
6325,chordophone,chrd_composite
6326,chordophone,chrd_simple
6327,aerophone,aero_lip-vibrated
6328,aerophone,aero_double-reed
6329,aerophone,aero_free-reed
6330,aerophone,aero_double-reed
6331,aerophone,aero_lip-vibrated
6332,aerophone,aero_lip-vibrated
6333,aerophone,aero_lip-vibrated
6334,aerophone,aero_lip-vibrated
6335,aerophone,aero_side
6336,aerophone,aero_double-reed
6337,aerophone,aero_lip-vibrated
6338,aerophone,aero_single-reed
6339,aerophone,aero_lip-vibrated
6340,chordophone,chrd_composite
6341,chordophone,chrd_composite
6342,chordophone,chrd_composite
6343,chordophone,chrd_composite
6344,aerophone,aero_single-reed
6345,aerophone,aero_side
6346,chordophone,chrd_composite
6347,aerophone,aero_side
6348,aerophone,aero_side
6349,aerophone,aero_side
6350,aerophone,aero_side
6351,aerophone,aero_side
6352,aerophone,aero_lip-vibrated
6353,aerophone,aero_single-reed
6354,chordophone,chrd_composite
6355,chordophone,chrd_composite
6356,chordophone,chrd_composite
6357,chordophone,chrd_composite
6358,aerophone,aero_lip-vibrated
6359,aerophone,aero_double-reed
6360,chordophone,chrd_composite
6361,aerophone,aero_lip-vibrated
6362,aerophone,aero_single-reed
6363,aerophone,aero_lip-vibrated
6364,chordophone,chrd_simple
6365,chordophone,chrd_simple
6366,aerophone,aero_single-reed
6367,aerophone,aero_lip-vibrated
6368,chordophone,chrd_composite
6369,aerophone,aero_side
6370,aerophone,aero_double-reed
6371,aerophone,aero_single-reed
6372,aerophone,aero_single-reed
6373,aerophone,aero_double-reed
6374,aerophone,aero_double-reed
6375,aerophone,aero_side
6376,aerophone,aero_single-reed
6377,aerophone,aero_single-reed
6378,aerophone,aero_single-reed
6379,aerophone,aero_lip-vibrated
6380,aerophone,aero_side
6381,aerophone,aero_side
6382,aerophone,aero_side
6383,chordophone,chrd_simple
6384,aerophone,aero_single-reed
6385,aerophone,aero_lip-vibrated
6386,chordophone,chrd_composite
6387,chordophone,chrd_simple
6388,chordophone,chrd_composite
6389,aerophone,aero_side
6390,aerophone,aero_lip-vibrated
6391,aerophone,aero_single-reed
6392,aerophone,aero_double-reed
6393,aerophone,aero_single-reed
6394,aerophone,aero_lip-vibrated
6395,aerophone,aero_double-reed
6396,chordophone,chrd_composite
6397,chordophone,chrd_composite
6398,chordophone,chrd_simple
6399,aerophone,aero_lip-vibrated
6400,aerophone,aero_side
6401,aerophone,aero_lip-vibrated
6402,chordophone,chrd_composite
6403,aerophone,aero_side
6404,chordophone,chrd_composite
6405,aerophone,aero_lip-vibrated
6406,chordophone,chrd_composite
6407,chordophone,chrd_composite
6408,aerophone,aero_lip-vibrated
6409,chordophone,chrd_simple
6410,aerophone,aero_lip-vibrated
6411,aerophone,aero_side
6412,aerophone,aero_lip-vibrated
6413,aerophone,aero_lip-vibrated
6414,aerophone,aero_double-reed
6415,chordophone,chrd_composite
6416,chordophone,chrd_composite
6417,aerophone,aero_lip-vibrated
6418,aerophone,aero_free-reed
6419,aerophone,aero_lip-vibrated
6420,aerophone,aero_double-reed
6421,aerophone,aero_double-reed
6422,aerophone,aero_lip-vibrated
6423,aerophone,aero_single-reed
6424,chordophone,chrd_composite
6425,aerophone,aero_double-reed
6426,aerophone,aero_single-reed
6427,aerophone,aero_side
6428,chordophone,chrd_composite
6429,chordophone,chrd_composite
6430,aerophone,aero_double-reed
6431,aerophone,aero_lip-vibrated
6432,aerophone,aero_lip-vibrated
6433,aerophone,aero_single-reed
6434,aerophone,aero_side
6435,aerophone,aero_single-reed
6436,aerophone,aero_single-reed
6437,aerophone,aero_single-reed
6438,aerophone,aero_single-reed
6439,aerophone,aero_lip-vibrated
6440,aerophone,aero_double-reed
6441,aerophone,aero_double-reed
6442,aerophone,aero_double-reed
6443,chordophone,chrd_composite
6444,chordophone,chrd_composite
6445,aerophone,aero_lip-vibrated
6446,chordophone,chrd_composite
6447,aerophone,aero_side
6448,aerophone,aero_double-reed
6449,aerophone,aero_free-reed
6450,aerophone,aero_lip-vibrated
6451,aerophone,aero_free-reed
6452,aerophone,aero_side
6453,aerophone,aero_single-reed
6454,aerophone,aero_lip-vibrated
6455,chordophone,chrd_simple
6456,aerophone,aero_lip-vibrated
6457,chordophone,chrd_composite
6458,aerophone,aero_lip-vibrated
6459,aerophone,aero_lip-vibrated
6460,aerophone,aero_double-reed
6461,aerophone,aero_lip-vibrated
6462,aerophone,aero_single-reed
6463,aerophone,aero_single-reed
6464,chordophone,chrd_composite
6465,aerophone,aero_lip-vibrated
6466,chordophone,chrd_simple
6467,aerophone,aero_double-reed
6468,aerophone,aero_single-reed
6469,chordophone,chrd_composite
6470,aerophone,aero_double-reed
6471,aerophone,aero_lip-vibrated
6472,aerophone,aero_lip-vibrated
6473,aerophone,aero_lip-vibrated
6474,chordophone,chrd_composite
6475,chordophone,chrd_simple
6476,aerophone,aero_lip-vibrated
6477,aerophone,aero_lip-vibrated
6478,aerophone,aero_lip-vibrated
6479,chordophone,chrd_composite
6480,chordophone,chrd_composite
6481,chordophone,chrd_composite
6482,aerophone,aero_double-reed
6483,aerophone,aero_side
6484,aerophone,aero_lip-vibrated
6485,aerophone,aero_lip-vibrated
6486,aerophone,aero_single-reed
6487,aerophone,aero_double-reed
6488,chordophone,chrd_composite
6489,aerophone,aero_double-reed
6490,aerophone,aero_lip-vibrated
6491,aerophone,aero_lip-vibrated
6492,aerophone,aero_lip-vibrated
6493,chordophone,chrd_composite
6494,aerophone,aero_lip-vibrated
6495,aerophone,aero_side
6496,chordophone,chrd_simple
6497,aerophone,aero_single-reed
6498,aerophone,aero_side
6499,aerophone,aero_side
6500,chordophone,chrd_composite
6501,chordophone,chrd_composite
6502,aerophone,aero_single-reed
6503,aerophone,aero_side
6504,aerophone,aero_double-reed
6505,aerophone,aero_side
6506,aerophone,aero_single-reed
6507,aerophone,aero_side
6508,aerophone,aero_single-reed
6509,chordophone,chrd_composite
6510,aerophone,aero_single-reed
6511,aerophone,aero_lip-vibrated
6512,chordophone,chrd_simple
6513,aerophone,aero_free-reed
6514,chordophone,chrd_composite
6515,chordophone,chrd_simple
6516,chordophone,chrd_composite
6517,aerophone,aero_double-reed
6518,aerophone,aero_single-reed
6519,aerophone,aero_single-reed
